Matt Brown,Pete Sell,Welterweight,KO/TKO,2009.0,Columbus,72.0,170.0,75.0,Orthodox,1981.0,3.77,55.0,2.94,54.0,1.71,46.0,64.0,1.3,71.0,170.0,75.0,Orthodox,1982.0,2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9

Matt Hamill,Mark Munoz,Light Heavyweight,KO/TKO,2009.0,Columbus,73.0,205.0,76.0,Orthodox,1976.0,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0,72.0,185.0,71.0,Orthodox,1978.0,3.12,51.0,2.26,57.0,3.17,29.0,57.0,0.6

Gray Maynard,Jim Miller,Lightweight,U-DEC,2009.0,Columbus,69.0,155.0,70.0,Orthodox,1979.0,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,68.0,155.0,71.0,Southpaw,1983.0,2.79,41.0,2.93,58.0,1.62,43.0,47.0,1.8

Tamdan McCrory,Ryan Madigan,Welterweight,KO/TKO,2009.0,Columbus,76.0,185.0,76.0,Switch,1986.0,2.07,49.0,1.6,46.0,2.28,50.0,33.0,2.5,72.0,170.0,--,Orthodox,--,0.0,0.0,3.35,47.0,0.0,0.0,0.0,0.0

Kendall Grove,Jason Day,Middleweight,KO/TKO,2009.0,Columbus,78.0,185.0,79.0,Orthodox,1982.0,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7,72.0,185.0,72.0,Orthodox,1981.0,3.61,54.0,3.46,47.0,1.13,100.0,0.0,0.0

Jason Brilz,Tim Boetsch,Light Heavyweight,U-DEC,2009.0,Columbus,71.0,205.0,71.0,Orthodox,1975.0,2.66,40.0,1.78,65.0,2.37,25.0,25.0,1.3,72.0,185.0,74.0,Orthodox,1981.0,2.93,50.0,2.9,57.0,1.45,34.0,59.0,0.8

Brandon Vera,Michael Patt,Light Heavyweight,KO/TKO,2009.0,Columbus,75.0,230.0,78.0,Orthodox,1977.0,3.03,56.0,2.81,52.0,0.7,53.0,59.0,0.2,72.0,205.0,--,Orthodox,--,1.65,28.0,5.53,55.0,0.0,0.0,0.0,0.0

Shane Nelson,Aaron Riley,Lightweight,KO/TKO,2009.0,Columbus,69.0,155.0,70.0,Southpaw,1984.0,1.38,31.0,2.84,61.0,1.31,18.0,54.0,1.6,68.0,155.0,69.0,Southpaw,1980.0,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1

Diego Sanchez,Joe Stevenson,Lightweight,U-DEC,2009.0,London,70.0,170.0,72.0,Southpaw,1981.0,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8,67.0,145.0,70.0,Orthodox,1982.0,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2

Dan Hardy,Rory Markham,Welterweight,KO/TKO,2009.0,London,72.0,170.0,74.0,Orthodox,1982.0,2.46,35.0,3.44,51.0,0.73,35.0,35.0,0.4,72.0,170.0,71.0,Orthodox,1982.0,1.98,21.0,10.27,45.0,0.0,0.0,0.0,0.0

Nate Marquardt,Wilson Gouveia,Middleweight,KO/TKO,2009.0,London,72.0,185.0,74.0,Orthodox,1979.0,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,73.0,185.0,76.0,Orthodox,1978.0,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2

Demian Maia,Chael Sonnen,Middleweight,SUB,2009.0,London,73.0,170.0,72.0,Southpaw,1977.0,1.8,43.0,2.07,63.0,2.49,24.0,61.0,1.0,73.0,205.0,73.0,Southpaw,1977.0,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4

Paulo Thiago,Josh Koscheck,Welterweight,KO/TKO,2009.0,London,71.0,170.0,74.0,Orthodox,1981.0,1.71,39.0,1.99,63.0,1.42,31.0,63.0,1.2,70.0,170.0,73.0,Orthodox,1977.0,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4

Terry Etim,Brian Cobb,Lightweight,KO/TKO,2009.0,London,73.0,155.0,73.0,Orthodox,1986.0,2.16,35.0,2.53,67.0,0.43,30.0,39.0,1.4,71.0,155.0,--,Orthodox,--,0.0,0.0,3.68,55.0,5.81,50.0,0.0,0.0

Junior Dos Santos,Stefan Struve,Heavyweight,KO/TKO,2009.0,London,76.0,238.0,77.0,Orthodox,1984.0,4.49,47.0,3.33,56.0,0.3,50.0,81.0,0.1,83.0,265.0,84.0,Orthodox,1988.0,3.12,47.0,4.04,46.0,0.56,46.0,55.0,1.7

Evan Dunham,Per Eklund,Lightweight,KO/TKO,2009.0,London,70.0,155.0,70.0,Southpaw,1981.0,5.33,39.0,3.54,61.0,1.82,33.0,79.0,1.0,70.0,155.0,72.0,Orthodox,--,2.07,61.0,2.38,67.0,2.07,11.0,50.0,3.6

Mike Ciesnolevicz,Neil Grove,Heavyweight,SUB,2009.0,London,72.0,235.0,--,Orthodox,1979.0,0.51,50.0,4.62,57.0,0.0,0.0,20.0,5.1,78.0,265.0,--,Orthodox,1971.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.3

Paul Kelly,Troy Mandaloniz,Welterweight,U-DEC,2009.0,London,69.0,155.0,70.0,Orthodox,1984.0,3.22,37.0,2.61,59.0,1.34,60.0,30.0,1.5,69.0,170.0,--,Orthodox,1980.0,3.52,56.0,4.71,63.0,3.1,66.0,57.0,0.0

Joe Lauzon,Jeremy Stephens,Lightweight,SUB,2009.0,Tampa,70.0,155.0,71.0,Orthodox,1984.0,2.84,39.0,5.39,54.0,2.39,45.0,54.0,2.0,69.0,145.0,71.0,Orthodox,1986.0,3.17,40.0,3.05,58.0,1.16,38.0,65.0,0.4

Cain Velasquez,Denis Stojnic,Heavyweight,KO/TKO,2009.0,Tampa,73.0,240.0,77.0,Orthodox,1982.0,6.37,57.0,2.33,57.0,5.13,45.0,85.0,0.4,72.0,245.0,--,Orthodox,1980.0,1.51,23.0,6.06,36.0,0.0,0.0,80.0,1.0

Josh Neer,Mac Danzig,Lightweight,SUB,2009.0,Tampa,71.0,170.0,72.0,Orthodox,1983.0,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3,68.0,155.0,70.0,Orthodox,1980.0,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6

Anthony Johnson,Luigi Fioravanti,Welterweight,KO/TKO,2009.0,Tampa,74.0,205.0,78.0,Orthodox,1984.0,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,68.0,170.0,70.0,Orthodox,1981.0,2.23,42.0,2.21,69.0,3.76,63.0,67.0,0.9

Kurt Pellegrino,Rob Emerson,Lightweight,SUB,2009.0,Tampa,68.0,155.0,70.0,Orthodox,1979.0,2.45,43.0,1.94,63.0,2.9,54.0,69.0,0.8,69.0,155.0,70.0,Orthodox,1981.0,2.5,30.0,2.83,64.0,2.02,52.0,65.0,0.4

Dan Miller,Jake Rosholt,Middleweight,SUB,2009.0,Tampa,73.0,185.0,74.0,Orthodox,1981.0,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,73.0,185.0,--,Orthodox,1982.0,2.68,53.0,2.33,49.0,6.51,68.0,0.0,1.8

Matt Veach,Matt Grice,Lightweight,KO/TKO,2009.0,Tampa,71.0,155.0,--,Orthodox,1981.0,1.12,28.0,4.91,44.0,3.64,38.0,100.0,1.5,68.0,145.0,70.0,Orthodox,1981.0,4.09,53.0,2.69,56.0,2.19,37.0,82.0,0.5

Gleison Tibau,Rich Clementi,Lightweight,SUB,2009.0,Tampa,70.0,155.0,71.0,Southpaw,1983.0,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,69.0,155.0,72.0,Southpaw,1976.0,1.43,37.0,2.29,60.0,1.72,42.0,25.0,1.1

Nick Catone,Derek Downey,Middleweight,SUB,2009.0,Tampa,72.0,185.0,72.0,Southpaw,1981.0,2.11,44.0,2.32,63.0,3.71,44.0,83.0,0.5,73.0,185.0,--,Orthodox,1980.0,0.32,100.0,3.36,12.0,2.4,16.0,0.0,0.0

Matthew Riddle,Steve Bruno,Welterweight,U-DEC,2009.0,Tampa,73.0,170.0,76.0,Southpaw,1986.0,3.01,42.0,2.74,54.0,3.51,50.0,89.0,0.5,70.0,170.0,--,Orthodox,1981.0,0.96,52.0,3.38,36.0,1.94,25.0,46.0,0.4

Georges St-Pierre,BJ Penn,Welterweight,KO/TKO,2009.0,LasVegas,71.0,185.0,76.0,Orthodox,1981.0,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,69.0,155.0,70.0,Orthodox,1978.0,2.76,48.0,3.2,56.0,1.19,55.0,74.0,0.5

Lyoto Machida,Thiago Silva,Light Heavyweight,KO/TKO,2009.0,LasVegas,73.0,185.0,74.0,Southpaw,1978.0,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,74.0,205.0,74.0,Orthodox,1982.0,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7

Jon Jones,Stephan Bonnar,Light Heavyweight,U-DEC,2009.0,LasVegas,76.0,205.0,84.0,Orthodox,1987.0,4.3,57.0,2.22,64.0,1.85,44.0,95.0,0.4,76.0,205.0,79.0,Orthodox,1977.0,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0

Karo Parisyan,Dong Hyun Kim,Welterweight,Overturned,2009.0,LasVegas,70.0,170.0,72.0,Orthodox,1982.0,2.49,41.0,2.19,58.0,5.27,59.0,59.0,1.0,74.0,170.0,76.0,Southpaw,1981.0,2.12,49.0,1.89,58.0,2.93,43.0,71.0,0.6

Clay Guida,Nate Diaz,Lightweight,S-DEC,2009.0,LasVegas,67.0,155.0,70.0,Orthodox,1981.0,2.52,34.0,2.74,62.0,3.24,37.0,68.0,0.7,72.0,170.0,76.0,Southpaw,1985.0,4.57,45.0,3.77,52.0,1.05,30.0,41.0,1.3

Jon Fitch,Akihiro Gono,Welterweight,U-DEC,2009.0,LasVegas,72.0,170.0,74.0,Orthodox,1978.0,2.61,50.0,1.65,54.0,3.6,51.0,56.0,0.8,67.0,170.0,68.0,Switch,1974.0,2.18,48.0,2.67,63.0,1.01,84.0,46.0,0.5

Thiago Tavares,Manvel Gamburyan,Lightweight,U-DEC,2009.0,LasVegas,67.0,145.0,70.0,Orthodox,1984.0,2.0,40.0,2.31,62.0,3.83,42.0,62.0,1.5,65.0,135.0,67.0,Orthodox,1981.0,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7

John Howard,Chris Wilson,Welterweight,S-DEC,2009.0,LasVegas,67.0,170.0,72.0,Orthodox,1983.0,2.15,50.0,3.08,51.0,2.7,49.0,53.0,0.4,73.0,170.0,75.0,Orthodox,1977.0,2.32,50.0,1.36,55.0,1.31,50.0,60.0,1.6

Jake O'Brien,Christian Wellisch,Light Heavyweight,S-DEC,2009.0,LasVegas,75.0,205.0,76.0,Orthodox,1984.0,1.31,31.0,1.92,69.0,6.39,54.0,25.0,0.2,74.0,234.0,77.0,Orthodox,1975.0,3.12,27.0,3.04,56.0,1.22,42.0,45.0,1.2

Dan Cramer,Matt Arroyo,Welterweight,S-DEC,2009.0,LasVegas,74.0,170.0,--,Orthodox,1985.0,0.97,30.0,2.1,31.0,0.0,0.0,66.0,0.5,70.0,170.0,72.0,Orthodox,1982.0,1.62,47.0,2.01,58.0,2.12,36.0,100.0,5.3

Dan Henderson,Rich Franklin,Light Heavyweight,S-DEC,2009.0,Dublin,71.0,185.0,74.0,Orthodox,1970.0,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3,73.0,185.0,76.0,Southpaw,1974.0,4.1,44.0,2.07,62.0,1.31,66.0,63.0,0.7

Mauricio Rua,Mark Coleman,Light Heavyweight,KO/TKO,2009.0,Dublin,73.0,205.0,76.0,Orthodox,1981.0,3.57,50.0,2.77,54.0,2.03,48.0,48.0,0.7,73.0,205.0,75.0,Orthodox,1964.0,1.88,52.0,2.62,40.0,3.89,40.0,50.0,0.8

Rousimar Palhares,Jeremy Horn,Middleweight,U-DEC,2009.0,Dublin,68.0,170.0,71.0,Orthodox,1980.0,1.75,51.0,2.04,59.0,3.93,45.0,0.0,4.1,73.0,185.0,74.0,Orthodox,1975.0,1.19,39.0,1.99,55.0,1.83,38.0,29.0,1.1

Alan Belcher,Denis Kang,Middleweight,SUB,2009.0,Dublin,74.0,185.0,75.0,Orthodox,1984.0,2.7,41.0,3.1,59.0,0.44,26.0,55.0,0.9,71.0,185.0,77.0,Orthodox,1977.0,2.27,35.0,1.65,67.0,2.51,65.0,38.0,1.2

Marcus Davis,Chris Lytle,Welterweight,S-DEC,2009.0,Dublin,70.0,170.0,70.0,Southpaw,1973.0,2.72,39.0,2.79,65.0,1.6,48.0,47.0,1.4,71.0,170.0,68.0,Orthodox,1974.0,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4

John Hathaway,Tom Egan,Welterweight,KO/TKO,2009.0,Dublin,73.0,170.0,75.0,Orthodox,1987.0,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9,71.0,170.0,--,Orthodox,--,0.0,0.0,3.91,50.0,0.0,0.0,28.0,0.0

Martin Kampmann,Alexandre Barros,Welterweight,KO/TKO,2009.0,Dublin,72.0,170.0,72.0,Orthodox,1982.0,3.22,42.0,3.28,62.0,1.86,41.0,78.0,2.0,69.0,170.0,--,Southpaw,1976.0,0.98,40.0,4.05,36.0,1.84,50.0,100.0,0.0

Eric Schafer,Antonio Mendes,Light Heavyweight,KO/TKO,2009.0,Dublin,75.0,185.0,76.0,Orthodox,1977.0,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8,75.0,205.0,77.0,Southpaw,1981.0,1.34,47.0,6.85,22.0,2.51,50.0,100.0,0.0

Tomasz Drwal,Ivan Serati,Light Heavyweight,KO/TKO,2009.0,Dublin,73.0,205.0,76.0,Orthodox,1982.0,3.29,38.0,2.26,57.0,3.55,60.0,82.0,0.4,72.0,205.0,--,Orthodox,--,0.86,26.0,5.33,29.0,0.0,0.0,0.0,0.0

Dennis Siver,Nate Mohr,Lightweight,KO/TKO,2009.0,Dublin,66.0,145.0,70.0,Orthodox,1979.0,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3,69.0,155.0,72.0,Orthodox,1983.0,3.79,41.0,2.5,74.0,0.45,50.0,71.0,0.0

Rashad Evans,Forrest Griffin,Light Heavyweight,KO/TKO,2008.0,LasVegas,72.0,205.0,75.0,Orthodox,1979.0,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,75.0,205.0,77.0,Orthodox,1979.0,4.38,36.0,2.81,61.0,1.05,48.0,57.0,0.7

Frank Mir,Antonio Rodrigo Nogueira,Heavyweight,KO/TKO,2008.0,LasVegas,75.0,264.0,79.0,Southpaw,1979.0,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,75.0,240.0,77.0,Orthodox,1976.0,1.95,42.0,2.4,55.0,1.3,29.0,36.0,2.4

CB Dollaway,Mike Massenzio,Middleweight,KO/TKO,2008.0,LasVegas,74.0,185.0,76.0,Orthodox,1983.0,2.65,47.0,2.58,54.0,3.55,54.0,62.0,1.2,74.0,185.0,73.0,Southpaw,1982.0,2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4

Quinton Jackson,Wanderlei Silva,Light Heavyweight,KO/TKO,2008.0,LasVegas,73.0,205.0,73.0,Orthodox,1978.0,3.25,54.0,2.51,55.0,1.52,56.0,73.0,0.1,71.0,205.0,74.0,Orthodox,1976.0,2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6

Cheick Kongo,Mostapha Al-Turk,Heavyweight,KO/TKO,2008.0,LasVegas,76.0,240.0,82.0,Orthodox,1975.0,3.33,56.0,1.28,54.0,2.3,56.0,52.0,0.2,74.0,245.0,77.0,Orthodox,1973.0,1.36,19.0,3.61,53.0,0.0,0.0,0.0,0.0

Yushin Okami,Dean Lister,Middleweight,U-DEC,2008.0,LasVegas,74.0,170.0,75.0,Southpaw,1981.0,2.06,38.0,2.25,60.0,1.98,39.0,84.0,0.5,73.0,185.0,75.0,Orthodox,1976.0,1.26,35.0,1.89,61.0,1.58,15.0,50.0,1.1

Antoni Hardonk,Mike Wessel,Heavyweight,KO/TKO,2008.0,LasVegas,76.0,245.0,78.0,Orthodox,1976.0,3.4,61.0,3.07,46.0,0.0,0.0,40.0,0.9,72.0,260.0,--,Orthodox,1977.0,1.82,56.0,6.43,22.0,6.29,50.0,0.0,0.0

Matt Hamill,Reese Andy,Light Heavyweight,KO/TKO,2008.0,LasVegas,73.0,205.0,76.0,Orthodox,1976.0,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0,72.0,205.0,--,Orthodox,1973.0,2.87,50.0,3.5,58.0,0.67,20.0,40.0,0.0

Brad Blackburn,Ryo Chonan,Welterweight,U-DEC,2008.0,LasVegas,70.0,170.0,73.0,Orthodox,1977.0,4.55,35.0,3.59,65.0,0.93,50.0,76.0,0.7,69.0,170.0,70.0,Orthodox,1976.0,2.57,43.0,2.25,60.0,0.61,41.0,39.0,0.3

Pat Barry,Dan Evensen,Heavyweight,KO/TKO,2008.0,LasVegas,71.0,235.0,74.0,Orthodox,1979.0,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,75.0,250.0,--,Orthodox,1974.0,0.27,10.0,3.86,38.0,0.0,0.0,0.0,4.0

Efrain Escudero,Phillipe Nover,Lightweight,U-DEC,2008.0,LasVegas,69.0,155.0,71.0,Orthodox,1986.0,2.92,44.0,2.3,63.0,1.31,40.0,66.0,0.8,69.0,145.0,72.0,Orthodox,1984.0,1.79,35.0,2.48,56.0,0.99,28.0,44.0,0.7

Ryan Bader,Vinny Magalhaes,Light Heavyweight,KO/TKO,2008.0,LasVegas,74.0,205.0,74.0,Orthodox,1983.0,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,75.0,205.0,75.0,Orthodox,1984.0,2.14,24.0,3.97,68.0,1.55,44.0,66.0,0.8

Anthony Johnson,Kevin Burns,Welterweight,KO/TKO,2008.0,LasVegas,74.0,205.0,78.0,Orthodox,1984.0,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,70.0,170.0,74.0,Orthodox,1980.0,2.74,38.0,4.3,52.0,0.28,50.0,47.0,0.8

Wilson Gouveia,Jason MacDonald,Middleweight,KO/TKO,2008.0,LasVegas,73.0,185.0,76.0,Orthodox,1978.0,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2,75.0,185.0,80.0,Orthodox,1975.0,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0

Junie Browning,David Kaplan,Lightweight,SUB,2008.0,LasVegas,69.0,155.0,--,Orthodox,1984.0,3.76,48.0,1.76,66.0,3.53,66.0,0.0,3.5,67.0,155.0,--,Orthodox,1979.0,2.88,46.0,4.32,67.0,4.88,43.0,0.0,0.7

Krzysztof Soszynski,Shane Primm,Light Heavyweight,SUB,2008.0,LasVegas,73.0,205.0,77.0,OpenStance,1977.0,3.37,39.0,3.13,58.0,0.52,25.0,71.0,1.0,75.0,205.0,--,Orthodox,1984.0,0.83,26.0,2.25,62.0,1.78,20.0,0.0,0.0

Eliot Marshall,Jules Bruchez,Light Heavyweight,SUB,2008.0,LasVegas,74.0,205.0,77.0,Orthodox,1980.0,1.93,27.0,2.39,67.0,0.47,33.0,79.0,0.9,72.0,205.0,--,Southpaw,1977.0,0.69,50.0,5.52,46.0,0.0,0.0,0.0,0.0

Tom Lawlor,Kyle Kingsbury,Light Heavyweight,U-DEC,2008.0,LasVegas,72.0,205.0,74.0,Southpaw,1983.0,2.5,42.0,2.41,60.0,2.46,32.0,57.0,1.4,76.0,205.0,79.0,Orthodox,1982.0,2.97,40.0,3.81,51.0,2.64,41.0,52.0,0.0

Shane Nelson,George Roop,Lightweight,S-DEC,2008.0,LasVegas,69.0,155.0,70.0,Southpaw,1984.0,1.38,31.0,2.84,61.0,1.31,18.0,54.0,1.6,73.0,135.0,72.0,Orthodox,1981.0,3.43,34.0,2.47,60.0,1.05,57.0,59.0,0.1

Rolando Delgado,John Polakowski,Lightweight,SUB,2008.0,LasVegas,75.0,155.0,77.0,Orthodox,1981.0,1.56,40.0,1.83,62.0,1.17,22.0,0.0,3.5,70.0,155.0,--,Orthodox,1981.0,2.6,26.0,2.83,50.0,0.0,0.0,87.0,0.7

Josh Koscheck,Yoshiyuki Yoshida,Welterweight,KO/TKO,2008.0,Fayetteville,70.0,170.0,73.0,Orthodox,1977.0,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,71.0,170.0,70.0,Southpaw,1974.0,0.85,36.0,3.67,36.0,1.41,28.0,25.0,2.8

Mike Swick,Jonathan Goulet,Welterweight,KO/TKO,2008.0,Fayetteville,73.0,170.0,77.0,Orthodox,1979.0,2.36,37.0,2.29,54.0,1.06,50.0,61.0,0.6,72.0,170.0,73.0,Orthodox,1979.0,1.61,41.0,2.01,46.0,4.17,70.0,45.0,0.6

Steve Cantwell,Razak Al-Hassan,Light Heavyweight,SUB,2008.0,Fayetteville,74.0,185.0,75.0,Orthodox,1986.0,3.63,34.0,5.76,55.0,0.65,30.0,80.0,0.7,74.0,205.0,--,Orthodox,1982.0,3.27,39.0,3.14,60.0,0.65,14.0,57.0,0.0

Tim Credeur,Nate Loughran,Middleweight,KO/TKO,2008.0,Fayetteville,75.0,185.0,75.0,Orthodox,1977.0,3.59,30.0,3.13,57.0,0.41,100.0,50.0,3.3,74.0,185.0,--,Orthodox,1980.0,1.81,40.0,4.11,59.0,0.0,0.0,0.0,2.1

Jim Miller,Matt Wiman,Lightweight,U-DEC,2008.0,Fayetteville,68.0,155.0,71.0,Southpaw,1983.0,2.79,41.0,2.93,58.0,1.62,43.0,47.0,1.8,70.0,155.0,68.0,Orthodox,1983.0,3.17,50.0,3.57,51.0,2.13,37.0,56.0,1.5

Luigi Fioravanti,Brodie Farber,Catch Weight,U-DEC,2008.0,Fayetteville,68.0,170.0,70.0,Orthodox,1981.0,2.23,42.0,2.21,69.0,3.76,63.0,67.0,0.9,73.0,170.0,--,Orthodox,1980.0,1.69,45.0,2.17,53.0,0.9,50.0,20.0,0.9

Steve Bruno,Johnny Rees,Welterweight,SUB,2008.0,Fayetteville,70.0,170.0,--,Orthodox,1981.0,0.96,52.0,3.38,36.0,1.94,25.0,46.0,0.4,72.0,170.0,--,Orthodox,1982.0,3.29,64.0,0.84,47.0,1.15,25.0,50.0,0.0

Ben Saunders,Brandon Wolff,Welterweight,KO/TKO,2008.0,Fayetteville,74.0,170.0,77.0,Orthodox,1983.0,3.23,50.0,3.58,51.0,0.2,40.0,66.0,1.3,69.0,170.0,--,Orthodox,1975.0,0.47,33.0,10.91,19.0,0.0,0.0,0.0,0.0

Dale Hartt,Corey Hill,Lightweight,KO/TKO,2008.0,Fayetteville,70.0,155.0,69.0,Orthodox,1979.0,1.14,35.0,1.55,66.0,1.22,100.0,25.0,2.5,76.0,155.0,80.0,Orthodox,1978.0,3.57,46.0,1.61,70.0,3.02,80.0,100.0,0.0

Justin McCully,Eddie Sanchez,Heavyweight,U-DEC,2008.0,Fayetteville,73.0,225.0,73.0,Orthodox,1976.0,1.58,37.0,2.02,46.0,1.28,44.0,43.0,0.0,74.0,230.0,74.0,Orthodox,1982.0,3.45,43.0,3.3,43.0,1.13,26.0,42.0,0.0

Brock Lesnar,Randy Couture,Heavyweight,KO/TKO,2008.0,LasVegas,75.0,265.0,81.0,Orthodox,1977.0,3.53,72.0,2.11,50.0,3.9,55.0,60.0,0.5,73.0,205.0,75.0,Orthodox,1963.0,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5

Kenny Florian,Joe Stevenson,Lightweight,SUB,2008.0,LasVegas,70.0,145.0,74.0,Southpaw,1976.0,2.41,40.0,1.85,63.0,2.22,33.0,60.0,1.3,67.0,145.0,70.0,Orthodox,1982.0,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2

