Jason MacDonald,Ed Herman,Middleweight,SUB,2006.0,Hollywood,75.0,185.0,80.0,Orthodox,1975.0,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,73.0,205.0,77.0,Orthodox,1980.0,3.28,48.0,3.52,42.0,2.08,48.0,59.0,1.1

Matt Hamill,Seth Petruzelli,Light Heavyweight,U-DEC,2006.0,Hollywood,73.0,205.0,76.0,Orthodox,1976.0,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0,72.0,205.0,76.0,Orthodox,1979.0,2.17,41.0,2.08,55.0,0.46,50.0,47.0,2.3

Nate Marquardt,Crafton Wallace,Middleweight,SUB,2006.0,Hollywood,72.0,185.0,74.0,Orthodox,1979.0,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,72.0,185.0,--,Orthodox,1975.0,1.55,44.0,2.36,47.0,0.0,0.0,42.0,0.0

Tony DeSouza,Dustin Hazelett,Welterweight,SUB,2006.0,Hollywood,72.0,170.0,70.0,Southpaw,1974.0,1.12,52.0,1.57,41.0,2.25,42.0,40.0,1.5,73.0,170.0,76.0,Orthodox,1986.0,2.24,40.0,3.51,46.0,0.55,50.0,25.0,4.1

Rory Singer,Josh Haynes,Middleweight,U-DEC,2006.0,Hollywood,74.0,185.0,77.0,Orthodox,1976.0,2.55,39.0,2.42,63.0,0.39,25.0,64.0,0.8,69.0,170.0,--,Orthodox,1977.0,1.25,22.0,4.03,52.0,0.94,18.0,42.0,0.0

Thiago Alves,John Alessio,Welterweight,U-DEC,2006.0,Hollywood,69.0,170.0,70.0,Orthodox,1983.0,3.73,41.0,3.42,62.0,0.71,60.0,63.0,0.3,70.0,155.0,72.0,Orthodox,1979.0,2.1,39.0,2.91,54.0,1.85,38.0,70.0,1.2

Marcus Davis,Forrest Petz,Welterweight,SUB,2006.0,Hollywood,70.0,170.0,70.0,Southpaw,1973.0,2.72,39.0,2.79,65.0,1.6,48.0,47.0,1.4,69.0,170.0,71.0,Orthodox,1975.0,2.27,29.0,2.2,57.0,1.3,100.0,66.0,0.0

Matt Hughes,BJ Penn,Welterweight,KO/TKO,2006.0,Anaheim,69.0,170.0,73.0,Switch,1973.0,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,69.0,155.0,70.0,Orthodox,1978.0,2.76,48.0,3.2,56.0,1.19,55.0,74.0,0.5

Mike Swick,David Loiseau,Middleweight,U-DEC,2006.0,Anaheim,73.0,170.0,77.0,Orthodox,1979.0,2.36,37.0,2.29,54.0,1.06,50.0,61.0,0.6,72.0,185.0,76.0,Orthodox,1979.0,1.59,44.0,3.64,43.0,0.43,42.0,36.0,0.1

Melvin Guillard,Gabe Ruediger,Lightweight,KO/TKO,2006.0,Anaheim,69.0,155.0,71.0,Orthodox,1983.0,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2,70.0,155.0,--,Orthodox,1977.0,1.7,31.0,5.16,41.0,2.04,11.0,28.0,0.0

Rashad Evans,Jason Lambert,Light Heavyweight,KO/TKO,2006.0,Anaheim,72.0,205.0,75.0,Orthodox,1979.0,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,75.0,185.0,75.0,Orthodox,1975.0,3.21,58.0,1.84,50.0,1.35,36.0,28.0,2.4

Joe Lauzon,Jens Pulver,Lightweight,KO/TKO,2006.0,Anaheim,70.0,155.0,71.0,Orthodox,1984.0,2.84,39.0,5.39,54.0,2.39,45.0,54.0,2.0,67.0,145.0,70.0,Southpaw,1974.0,2.12,37.0,3.13,56.0,0.22,33.0,63.0,0.3

Roger Huerta,Jason Dent,Lightweight,U-DEC,2006.0,Anaheim,69.0,155.0,70.0,Orthodox,1983.0,3.64,36.0,2.33,56.0,2.13,46.0,52.0,0.5,70.0,155.0,71.0,Orthodox,1980.0,2.01,39.0,3.7,62.0,0.0,0.0,26.0,1.4

Eddie Sanchez,Mario Neto,Heavyweight,KO/TKO,2006.0,Anaheim,74.0,230.0,74.0,Orthodox,1982.0,3.45,43.0,3.3,43.0,1.13,26.0,42.0,0.0,72.0,229.0,--,Orthodox,--,1.89,50.0,1.89,70.0,2.84,100.0,0.0,0.0

Jorge Gurgel,Danny Abbadi,Lightweight,S-DEC,2006.0,Anaheim,67.0,155.0,69.0,Orthodox,1977.0,3.37,32.0,3.62,62.0,0.81,23.0,60.0,0.5,71.0,155.0,--,Orthodox,1983.0,3.29,38.0,4.41,57.0,0.0,0.0,77.0,0.0

Tyson Griffin,David Lee,Lightweight,SUB,2006.0,Anaheim,66.0,145.0,68.0,Orthodox,1984.0,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,70.0,155.0,--,Orthodox,--,1.49,50.0,3.31,42.0,0.0,0.0,50.0,0.0

Chuck Liddell,Renato Sobral,Light Heavyweight,KO/TKO,2006.0,LasVegas,74.0,205.0,76.0,Orthodox,1969.0,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,73.0,205.0,75.0,Orthodox,1975.0,2.23,45.0,1.53,57.0,2.48,42.0,65.0,2.6

Forrest Griffin,Stephan Bonnar,Light Heavyweight,U-DEC,2006.0,LasVegas,75.0,205.0,77.0,Orthodox,1979.0,4.38,36.0,2.81,61.0,1.05,48.0,57.0,0.7,76.0,205.0,79.0,Orthodox,1977.0,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0

Nick Diaz,Josh Neer,Welterweight,SUB,2006.0,LasVegas,73.0,170.0,76.0,Southpaw,1983.0,5.71,42.0,3.84,59.0,1.28,32.0,60.0,1.0,71.0,170.0,72.0,Orthodox,1983.0,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3

Cheick Kongo,Christian Wellisch,Heavyweight,KO/TKO,2006.0,LasVegas,76.0,240.0,82.0,Orthodox,1975.0,3.33,56.0,1.28,54.0,2.3,56.0,52.0,0.2,74.0,234.0,77.0,Orthodox,1975.0,3.12,27.0,3.04,56.0,1.22,42.0,45.0,1.2

Hermes Franca,Jamie Varner,Lightweight,SUB,2006.0,LasVegas,66.0,155.0,71.0,Orthodox,1974.0,1.78,39.0,2.85,55.0,1.53,36.0,37.0,2.4,68.0,155.0,71.0,Orthodox,1984.0,2.92,34.0,2.55,58.0,3.49,53.0,66.0,0.8

Eric Schafer,Rob MacDonald,Light Heavyweight,SUB,2006.0,LasVegas,75.0,185.0,76.0,Orthodox,1977.0,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8,75.0,205.0,78.0,Orthodox,1978.0,1.8,50.0,2.04,46.0,7.19,80.0,80.0,5.4

Wilson Gouveia,Wes Combs,Light Heavyweight,SUB,2006.0,LasVegas,73.0,185.0,76.0,Orthodox,1978.0,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2,74.0,205.0,--,Orthodox,1973.0,2.14,48.0,4.73,45.0,0.0,0.0,0.0,0.0

David Heath,Cory Walmsley,Light Heavyweight,SUB,2006.0,LasVegas,71.0,205.0,72.0,Orthodox,1976.0,1.48,30.0,5.16,49.0,0.33,50.0,57.0,1.0,72.0,205.0,--,Orthodox,--,0.79,100.0,1.18,50.0,0.0,0.0,0.0,0.0

Yushin Okami,Alan Belcher,Middleweight,U-DEC,2006.0,LasVegas,74.0,170.0,75.0,Southpaw,1981.0,2.06,38.0,2.25,60.0,1.98,39.0,84.0,0.5,74.0,185.0,75.0,Orthodox,1984.0,2.7,41.0,3.1,59.0,0.44,26.0,55.0,0.9

Diego Sanchez,Karo Parisyan,Welterweight,U-DEC,2006.0,LasVegas,70.0,170.0,72.0,Southpaw,1981.0,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8,70.0,170.0,72.0,Orthodox,1982.0,2.49,41.0,2.19,58.0,5.27,59.0,59.0,1.0

Chris Leben,Jorge Santiago,Middleweight,KO/TKO,2006.0,LasVegas,71.0,185.0,73.0,Southpaw,1980.0,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,73.0,170.0,75.0,Orthodox,1980.0,1.69,35.0,2.62,56.0,0.58,30.0,52.0,0.8

Dean Lister,Yuki Sasaki,Middleweight,U-DEC,2006.0,LasVegas,73.0,185.0,75.0,Orthodox,1976.0,1.26,35.0,1.89,61.0,1.58,15.0,50.0,1.1,74.0,185.0,--,Orthodox,1976.0,1.09,43.0,1.2,57.0,0.43,100.0,66.0,0.0

Josh Koscheck,Jonathan Goulet,Welterweight,KO/TKO,2006.0,LasVegas,70.0,170.0,73.0,Orthodox,1977.0,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,72.0,170.0,73.0,Orthodox,1979.0,1.61,41.0,2.01,46.0,4.17,70.0,45.0,0.6

Martin Kampmann,Crafton Wallace,Middleweight,SUB,2006.0,LasVegas,72.0,170.0,72.0,Orthodox,1982.0,3.22,42.0,3.28,62.0,1.86,41.0,78.0,2.0,72.0,185.0,--,Orthodox,1975.0,1.55,44.0,2.36,47.0,0.0,0.0,42.0,0.0

Joe Riggs,Jason Von Flue,Welterweight,SUB,2006.0,LasVegas,72.0,185.0,70.0,Southpaw,1982.0,2.41,51.0,1.69,57.0,2.45,55.0,62.0,0.6,72.0,170.0,--,Orthodox,1975.0,1.89,36.0,3.23,52.0,0.62,16.0,58.0,1.5

Jake O'Brien,Kristof Midoux,Heavyweight,KO/TKO,2006.0,LasVegas,75.0,205.0,76.0,Orthodox,1984.0,1.31,31.0,1.92,69.0,6.39,54.0,25.0,0.2,73.0,220.0,--,Orthodox,1974.0,0.7,43.0,2.89,49.0,0.0,0.0,0.0,0.0

Forrest Petz,Sammy Morgan,Welterweight,U-DEC,2006.0,LasVegas,69.0,170.0,71.0,Orthodox,1975.0,2.27,29.0,2.2,57.0,1.3,100.0,66.0,0.0,70.0,170.0,--,Orthodox,1981.0,1.05,22.0,3.74,40.0,1.43,20.0,0.0,0.5

Anthony Torres,Pat Healy,Welterweight,SUB,2006.0,LasVegas,68.0,170.0,--,Orthodox,1978.0,3.54,48.0,7.52,45.0,0.0,0.0,100.0,2.2,72.0,155.0,72.0,Orthodox,1983.0,2.57,36.0,2.57,50.0,3.08,37.0,55.0,1.1

Tim Sylvia,Andrei Arlovski,Heavyweight,U-DEC,2006.0,LasVegas,80.0,265.0,80.0,Orthodox,1976.0,4.23,41.0,2.61,61.0,0.11,100.0,75.0,0.1,75.0,240.0,77.0,Orthodox,1979.0,3.79,45.0,3.2,57.0,0.4,36.0,76.0,0.2

Joshua Burkman,Josh Neer,Welterweight,U-DEC,2006.0,LasVegas,70.0,170.0,72.0,Orthodox,1980.0,2.69,43.0,3.13,51.0,2.53,36.0,72.0,0.3,71.0,170.0,72.0,Orthodox,1983.0,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3

Tito Ortiz,Ken Shamrock,Light Heavyweight,KO/TKO,2006.0,LasVegas,75.0,205.0,74.0,Orthodox,1975.0,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6,73.0,205.0,72.0,Orthodox,1964.0,1.47,46.0,4.3,39.0,0.94,60.0,44.0,2.5

Frank Mir,Dan Christison,Heavyweight,U-DEC,2006.0,LasVegas,75.0,264.0,79.0,Southpaw,1979.0,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,80.0,265.0,--,Orthodox,1972.0,4.23,51.0,3.88,54.0,0.0,0.0,37.0,1.1

Joe Stevenson,Yves Edwards,Lightweight,KO/TKO,2006.0,LasVegas,67.0,145.0,70.0,Orthodox,1982.0,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2,69.0,155.0,73.0,Southpaw,1976.0,2.91,42.0,2.34,66.0,0.76,53.0,69.0,0.7

Hermes Franca,Joe Jordan,Catch Weight,SUB,2006.0,LasVegas,66.0,155.0,71.0,Orthodox,1974.0,1.78,39.0,2.85,55.0,1.53,36.0,37.0,2.4,66.0,155.0,--,Orthodox,1978.0,1.85,25.0,4.27,59.0,0.0,0.0,66.0,0.0

Jeff Monson,Anthony Perosh,Heavyweight,KO/TKO,2006.0,LasVegas,69.0,247.0,74.0,Orthodox,1971.0,0.97,30.0,2.87,59.0,1.06,12.0,66.0,0.7,75.0,205.0,75.0,Orthodox,1972.0,2.27,43.0,3.77,53.0,2.03,22.0,33.0,1.1

Cheick Kongo,Gilbert Aldana,Heavyweight,KO/TKO,2006.0,LasVegas,76.0,240.0,82.0,Orthodox,1975.0,3.33,56.0,1.28,54.0,2.3,56.0,52.0,0.2,73.0,250.0,--,Orthodox,1977.0,2.91,54.0,6.26,26.0,2.57,40.0,33.0,0.0

Drew Fickett,Kurt Pellegrino,Welterweight,SUB,2006.0,LasVegas,70.0,155.0,70.0,Orthodox,1979.0,2.33,41.0,2.29,57.0,1.3,35.0,30.0,2.2,68.0,155.0,70.0,Orthodox,1979.0,2.45,43.0,1.94,63.0,2.9,54.0,69.0,0.8

Jonathan Goulet,Luke Cummo,Welterweight,M-DEC,2006.0,LasVegas,72.0,170.0,73.0,Orthodox,1979.0,1.61,41.0,2.01,46.0,4.17,70.0,45.0,0.6,72.0,170.0,74.0,Orthodox,1980.0,1.74,43.0,1.5,59.0,0.89,55.0,42.0,1.4

Anderson Silva,Chris Leben,Middleweight,KO/TKO,2006.0,LasVegas,74.0,185.0,77.0,Southpaw,1975.0,3.05,61.0,2.05,60.0,0.5,77.0,69.0,0.8,71.0,185.0,73.0,Southpaw,1980.0,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8

Rashad Evans,Stephan Bonnar,Light Heavyweight,M-DEC,2006.0,LasVegas,72.0,205.0,75.0,Orthodox,1979.0,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,76.0,205.0,79.0,Orthodox,1977.0,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0

Mark Hominick,Jorge Gurgel,Lightweight,U-DEC,2006.0,LasVegas,68.0,145.0,68.0,Orthodox,1982.0,4.08,42.0,4.18,69.0,0.25,66.0,71.0,0.9,67.0,155.0,69.0,Orthodox,1977.0,3.37,32.0,3.62,62.0,0.81,23.0,60.0,0.5

Josh Koscheck,Dave Menne,Welterweight,U-DEC,2006.0,LasVegas,70.0,170.0,73.0,Orthodox,1977.0,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,70.0,170.0,--,Orthodox,1974.0,1.84,44.0,1.99,42.0,0.46,50.0,57.0,2.5

Jason Lambert,Branden Lee Hinkle,Light Heavyweight,KO/TKO,2006.0,LasVegas,75.0,185.0,75.0,Orthodox,1975.0,3.21,58.0,1.84,50.0,1.35,36.0,28.0,2.4,75.0,235.0,--,Orthodox,1973.0,2.61,69.0,3.91,26.0,4.34,57.0,66.0,4.3

Jon Fitch,Thiago Alves,Welterweight,KO/TKO,2006.0,LasVegas,72.0,170.0,74.0,Orthodox,1978.0,2.61,50.0,1.65,54.0,3.6,51.0,56.0,0.8,69.0,170.0,70.0,Orthodox,1983.0,3.73,41.0,3.42,62.0,0.71,60.0,63.0,0.3

Rob MacDonald,Kristian Rothaermel,Light Heavyweight,SUB,2006.0,LasVegas,75.0,205.0,78.0,Orthodox,1978.0,1.8,50.0,2.04,46.0,7.19,80.0,80.0,5.4,72.0,205.0,--,OpenStance,1972.0,0.75,50.0,2.49,41.0,0.0,0.0,0.0,0.0

Jorge Santiago,Justin Levens,Middleweight,KO/TKO,2006.0,LasVegas,73.0,170.0,75.0,Orthodox,1980.0,1.69,35.0,2.62,56.0,0.58,30.0,52.0,0.8,71.0,185.0,--,Orthodox,1980.0,1.24,47.0,3.15,37.0,1.69,50.0,33.0,5.1

Kenny Florian,Sam Stout,Lightweight,SUB,2006.0,LasVegas,70.0,145.0,74.0,Southpaw,1976.0,2.41,40.0,1.85,63.0,2.22,33.0,60.0,1.3,69.0,155.0,70.0,Orthodox,1984.0,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1

Michael Bisping,Josh Haynes,Light Heavyweight,KO/TKO,2006.0,LasVegas,73.0,185.0,75.0,Orthodox,1979.0,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,69.0,170.0,--,Orthodox,1977.0,1.25,22.0,4.03,52.0,0.94,18.0,42.0,0.0

Kendall Grove,Ed Herman,Middleweight,U-DEC,2006.0,LasVegas,78.0,185.0,79.0,Orthodox,1982.0,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7,73.0,205.0,77.0,Orthodox,1980.0,3.28,48.0,3.52,42.0,2.08,48.0,59.0,1.1

Keith Jardine,Wilson Gouveia,Light Heavyweight,U-DEC,2006.0,LasVegas,74.0,185.0,76.0,Orthodox,1975.0,3.25,36.0,2.98,59.0,1.18,45.0,62.0,0.7,73.0,185.0,76.0,Orthodox,1978.0,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2

Rory Singer,Ross Pointon,Middleweight,SUB,2006.0,LasVegas,74.0,185.0,77.0,Orthodox,1976.0,2.55,39.0,2.42,63.0,0.39,25.0,64.0,0.8,68.0,170.0,--,Orthodox,1980.0,2.62,23.0,2.77,58.0,1.19,100.0,0.0,0.0

Kalib Starnes,Danny Abbadi,Middleweight,SUB,2006.0,LasVegas,75.0,185.0,74.0,Orthodox,1975.0,2.71,48.0,4.43,53.0,1.46,33.0,25.0,0.6,71.0,155.0,--,Orthodox,1983.0,3.29,38.0,4.41,57.0,0.0,0.0,77.0,0.0

Luigi Fioravanti,Solomon Hutcherson,Middleweight,KO/TKO,2006.0,LasVegas,68.0,170.0,70.0,Orthodox,1981.0,2.23,42.0,2.21,69.0,3.76,63.0,67.0,0.9,71.0,185.0,--,Southpaw,1972.0,2.59,39.0,2.59,64.0,3.53,100.0,0.0,0.0

Matt Hamill,Jesse Forbes,Light Heavyweight,KO/TKO,2006.0,LasVegas,73.0,205.0,76.0,Orthodox,1976.0,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0,74.0,185.0,75.0,Southpaw,1984.0,2.11,24.0,4.06,53.0,1.79,75.0,66.0,1.2

Mike Nickels,Wes Combs,Light Heavyweight,SUB,2006.0,LasVegas,76.0,205.0,--,Orthodox,1971.0,4.44,52.0,1.11,64.0,11.11,80.0,0.0,2.8,74.0,205.0,--,Orthodox,1973.0,2.14,48.0,4.73,45.0,0.0,0.0,0.0,0.0

Matt Hughes,Royce Gracie,Catch Weight,KO/TKO,2006.0,LosAngeles,69.0,170.0,73.0,Switch,1973.0,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,73.0,175.0,--,Southpaw,1966.0,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8

Dean Lister,Alessio Sakara,Light Heavyweight,SUB,2006.0,LosAngeles,73.0,185.0,75.0,Orthodox,1976.0,1.26,35.0,1.89,61.0,1.58,15.0,50.0,1.1,72.0,185.0,72.0,Orthodox,1981.0,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0

Diego Sanchez,John Alessio,Welterweight,U-DEC,2006.0,LosAngeles,70.0,170.0,72.0,Southpaw,1981.0,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8,70.0,155.0,72.0,Orthodox,1979.0,2.1,39.0,2.91,54.0,1.85,38.0,70.0,1.2

Brandon Vera,Assuerio Silva,Heavyweight,SUB,2006.0,LosAngeles,75.0,230.0,78.0,Orthodox,1977.0,3.03,56.0,2.81,52.0,0.7,53.0,59.0,0.2,70.0,241.0,--,Orthodox,1974.0,1.42,46.0,4.2,54.0,2.66,34.0,25.0,1.8

Mike Swick,Joe Riggs,Middleweight,SUB,2006.0,LosAngeles,73.0,170.0,77.0,Orthodox,1979.0,2.36,37.0,2.29,54.0,1.06,50.0,61.0,0.6,72.0,185.0,70.0,Southpaw,1982.0,2.41,51.0,1.69,57.0,2.45,55.0,62.0,0.6

Jeremy Horn,Chael Sonnen,Middleweight,SUB,2006.0,LosAngeles,73.0,185.0,74.0,Orthodox,1975.0,1.19,39.0,1.99,55.0,1.83,38.0,29.0,1.1,73.0,205.0,73.0,Southpaw,1977.0,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4

Spencer Fisher,Matt Wiman,Lightweight,KO/TKO,2006.0,LosAngeles,67.0,155.0,68.0,Southpaw,1976.0,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8,70.0,155.0,68.0,Orthodox,1983.0,3.17,50.0,3.57,51.0,2.13,37.0,56.0,1.5

Gabriel Gonzaga,Fabiano Scherner,Heavyweight,KO/TKO,2006.0,LosAngeles,74.0,242.0,76.0,Orthodox,1979.0,2.12,45.0,2.94,57.0,2.8,39.0,66.0,1.1,75.0,257.0,--,Orthodox,1972.0,1.31,31.0,3.2,38.0,1.09,33.0,40.0,0.0

Melvin Guillard,Rick Davis,Lightweight,KO/TKO,2006.0,LosAngeles,69.0,155.0,71.0,Orthodox,1983.0,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2,69.0,155.0,--,Orthodox,--,3.09,50.0,6.19,64.0,0.0,0.0,0.0,0.0

Tim Sylvia,Andrei Arlovski,Heavyweight,KO/TKO,2006.0,Anaheim,80.0,265.0,80.0,Orthodox,1976.0,4.23,41.0,2.61,61.0,0.11,100.0,75.0,0.1,75.0,240.0,77.0,Orthodox,1979.0,3.79,45.0,3.2,57.0,0.4,36.0,76.0,0.2

Sean Sherk,Nick Diaz,Welterweight,U-DEC,2006.0,Anaheim,66.0,155.0,67.0,Orthodox,1973.0,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4,73.0,170.0,76.0,Southpaw,1983.0,5.71,42.0,3.84,59.0,1.28,32.0,60.0,1.0

Tito Ortiz,Forrest Griffin,Light Heavyweight,S-DEC,2006.0,Anaheim,75.0,205.0,74.0,Orthodox,1975.0,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6,75.0,205.0,77.0,Orthodox,1979.0,4.38,36.0,2.81,61.0,1.05,48.0,57.0,0.7

Evan Tanner,Justin Levens,Middleweight,SUB,2006.0,Anaheim,72.0,185.0,74.0,Orthodox,1971.0,3.05,59.0,2.64,56.0,2.55,43.0,25.0,1.3,71.0,185.0,--,Orthodox,1980.0,1.24,47.0,3.15,37.0,1.69,50.0,33.0,5.1

Jeff Monson,Marcio Cruz,Heavyweight,S-DEC,2006.0,Anaheim,69.0,247.0,74.0,Orthodox,1971.0,0.97,30.0,2.87,59.0,1.06,12.0,66.0,0.7,76.0,232.0,--,Orthodox,1978.0,2.92,46.0,1.51,68.0,0.53,7.0,37.0,1.6

Karo Parisyan,Nick Thompson,Welterweight,KO/TKO,2006.0,Anaheim,70.0,170.0,72.0,Orthodox,1982.0,2.49,41.0,2.19,58.0,5.27,59.0,59.0,1.0,73.0,170.0,74.0,Orthodox,1981.0,1.87,42.0,1.8,49.0,1.06,100.0,35.0,2.6

David Terrell,Scott Smith,Middleweight,SUB,2006.0,Anaheim,73.0,185.0,--,Southpaw,1978.0,2.34,63.0,2.71,37.0,5.54,50.0,0.0,5.5,72.0,185.0,70.0,Orthodox,1979.0,1.9,27.0,5.87,50.0,0.12,6.0,58.0,0.5

Jason Lambert,Terry Martin,Light Heavyweight,KO/TKO,2006.0,Anaheim,75.0,185.0,75.0,Orthodox,1975.0,3.21,58.0,1.84,50.0,1.35,36.0,28.0,2.4,68.0,185.0,71.0,Orthodox,1980.0,2.82,43.0,3.13,54.0,3.1,42.0,92.0,0.0

Thiago Alves,Derrick Noble,Welterweight,KO/TKO,2006.0,Anaheim,69.0,170.0,70.0,Orthodox,1983.0,3.73,41.0,3.42,62.0,0.71,60.0,63.0,0.3,69.0,170.0,--,Southpaw,1978.0,6.21,40.0,3.79,59.0,0.0,0.0,0.0,0.0

Stephan Bonnar,Keith Jardine,Light Heavyweight,U-DEC,2006.0,LasVegas,76.0,205.0,79.0,Orthodox,1977.0,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0,74.0,185.0,76.0,Orthodox,1975.0,3.25,36.0,2.98,59.0,1.18,45.0,62.0,0.7

Rashad Evans,Sam Hoger,Light Heavyweight,S-DEC,2006.0,LasVegas,72.0,205.0,75.0,Orthodox,1979.0,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,74.0,205.0,--,Orthodox,1980.0,1.07,25.0,2.25,57.0,1.12,38.0,29.0,1.3

Josh Neer,Joe Stevenson,Welterweight,U-DEC,2006.0,LasVegas,71.0,170.0,72.0,Orthodox,1983.0,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3,67.0,145.0,70.0,Orthodox,1982.0,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2

Chris Leben,Luigi Fioravanti,Middleweight,U-DEC,2006.0,LasVegas,71.0,185.0,73.0,Southpaw,1980.0,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,68.0,170.0,70.0,Orthodox,1981.0,2.23,42.0,2.21,69.0,3.76,63.0,67.0,0.9

